severity,table,rule_id,rule_name,group_no,dept_no,record_key,field,value,detail
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B028,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B029,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B030,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B031,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B032,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B033,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B034,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B035,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B036,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B037,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B038,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B039,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B040,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B041,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B042,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B043,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B044,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B045,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B046,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B047,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B048,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B049,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,student,NON_STANDARD_GENDER,性别写法非标准,21,B,21|B|B050,gender,?,gender 建议统一为 男/女 或 M/F 后再分析
WARNING,course,INVALID_HOURS,学时非数值或缺失,3,A,3|A|A0001,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,3,A,3|A|A0002,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,3,A,3|A|A0003,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,3,A,3|A|A0004,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,3,A,3|A|A0005,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,3,A,3|A|A0006,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC001,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC002,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC003,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC004,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC005,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC006,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC007,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC008,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC009,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,A,7|A|AC010,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC001,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC002,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC003,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC004,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC005,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC006,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC007,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC008,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC009,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,B,7|B|BC010,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC001,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC002,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC003,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC004,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC005,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC006,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC007,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC008,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC009,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,7,C,7|C|CC010,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000001,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000001,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000002,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000002,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000003,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000003,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000004,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000004,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000005,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000005,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000006,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000006,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000007,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000007,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000008,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000008,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000009,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000009,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000010,class_hours,NULL,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,A,10|A|A0000010,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0001,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0002,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0003,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0004,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0005,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0006,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0007,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0008,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0009,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,10,B,10|B|B0010,practice_hours,NULL,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C01,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C02,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C03,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C04,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C05,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C06,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C07,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C08,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C09,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,A,12|A|A-C10,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC01,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC02,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC03,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC04,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC05,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC06,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC07,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC08,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC09,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,B,12|B|BC10,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC01,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC02,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC03,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC04,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC05,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC06,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC07,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC08,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC09,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,12,C,12|C|CC10,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A001,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A001,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A002,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A002,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A003,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A003,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A004,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A004,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A005,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A005,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A006,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A006,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A007,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A007,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A008,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A008,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A009,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A009,practice_hours,,practice_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A010,class_hours,,class_hours 应为非负数值
WARNING,course,INVALID_HOURS,学时非数值或缺失,19,A,19|A|A010,practice_hours,,practice_hours 应为非负数值
