course_id,score_mean,score_std,score_median,pass_rate,excellent_rate,student_count,credit,class_hours,practice_hours,total_hours,practice_ratio,share_flag,is_online,teacher_rank
A001,75.2778,11.4830,71.5000,1.0000,0.1667,18,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A0010,75.2000,9.9875,77.0000,1.0000,0.0800,25,2.0000,48.0000,16.0000,64.0000,0.2500,0.0000,0,3
A002,77.7222,11.4932,76.5000,1.0000,0.2222,18,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A003,78.8710,12.0132,80.0000,1.0000,0.2258,31,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A004,77.9167,12.1043,80.0000,1.0000,0.2083,24,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,1,3
A005,78.7419,11.2575,78.0000,1.0000,0.2581,31,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A006,76.9048,10.6860,77.0000,1.0000,0.1429,21,4.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A007,76.4615,12.3036,78.0000,1.0000,0.1923,26,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,2
A008,77.7200,10.4424,79.0000,1.0000,0.1600,25,2.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A009,81.1786,10.4103,81.0000,1.0000,0.2500,28,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,1,3
A010,79.2857,11.4143,80.0000,1.0000,0.2857,28,2.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,2
A101,79.0312,14.4076,80.0000,0.9062,0.2500,32,4.0000,56.0000,24.0000,80.0000,0.3000,1.0000,0,3
A102,79.9600,10.4661,80.0000,0.9600,0.1600,25,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A103,79.9600,14.8169,85.0000,0.9200,0.3200,25,4.0000,48.0000,32.0000,80.0000,0.4000,1.0000,0,3
A104,75.9524,14.2003,76.0000,0.8571,0.1429,21,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A105,78.0000,12.0830,82.0000,0.9048,0.1905,21,4.0000,64.0000,16.0000,80.0000,0.2000,1.0000,0,3
A106,78.0556,11.3887,81.0000,0.9444,0.1111,18,4.0000,48.0000,32.0000,80.0000,0.4000,1.0000,0,3
A107,78.1250,11.4010,78.5000,0.8750,0.1875,16,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A108,74.4545,15.8887,76.0000,0.8182,0.1818,22,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A109,78.2105,11.6026,81.0000,0.8947,0.1053,19,4.0000,56.0000,24.0000,80.0000,0.3000,1.0000,0,3
A110,77.8261,14.3706,79.0000,0.8696,0.2174,23,4.0000,48.0000,32.0000,80.0000,0.4000,0.0000,0,3
A111,74.8421,13.1118,72.0000,0.9474,0.1579,19,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A112,81.0500,13.3908,81.5000,0.9000,0.3000,20,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A113,74.6667,15.5804,78.0000,0.8889,0.1111,9,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A114,79.6667,13.8946,79.5000,0.9444,0.2778,18,4.0000,56.0000,24.0000,80.0000,0.3000,1.0000,0,3
A115,73.7895,12.8304,75.0000,0.8421,0.1579,19,4.0000,64.0000,16.0000,80.0000,0.2000,0.0000,0,3
A116,76.7000,12.5325,78.0000,0.9000,0.1500,20,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A117,80.6154,16.9977,83.0000,0.8462,0.3077,13,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
A118,71.4615,10.3651,72.0000,0.9231,0.0000,13,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A119,79.0000,11.6150,79.0000,1.0000,0.2500,12,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A120,77.2941,13.9989,81.0000,0.9412,0.1765,17,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
A121,73.8421,11.1518,75.0000,0.9474,0.1053,19,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A122,77.4762,12.4242,75.0000,0.9524,0.2381,21,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A123,73.6000,11.3574,72.5000,0.9500,0.1000,20,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A124,82.0000,14.3666,87.0000,0.9091,0.3636,11,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A125,72.6667,17.6989,68.0000,0.6667,0.2222,9,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
A126,82.2000,10.4758,79.0000,1.0000,0.2667,15,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
A127,79.8824,16.7812,87.0000,0.8824,0.4706,17,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
A128,75.3333,11.6333,80.0000,0.9167,0.0833,12,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A129,82.6154,12.6329,84.0000,0.9231,0.3846,13,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
A130,76.8125,17.3098,78.5000,0.8125,0.3125,16,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A131,73.0000,16.0935,73.0000,0.8000,0.2000,5,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A132,71.3750,16.5005,74.5000,0.7500,0.1250,8,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A133,81.8000,10.7564,82.0000,1.0000,0.2000,5,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A134,86.2500,14.9750,89.0000,1.0000,0.5000,4,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A135,75.0000,11.2990,77.0000,0.8571,0.0000,7,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A136,73.0000,9.8150,72.0000,1.0000,0.0000,7,4.0000,56.0000,24.0000,80.0000,0.3000,1.0000,0,3
A137,79.3000,11.1560,78.5000,0.9000,0.2000,10,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A138,76.1111,11.5374,75.0000,1.0000,0.1111,9,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A139,78.6667,12.8452,76.0000,1.0000,0.3333,9,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
A14-C001,81.2400,12.2280,81.0000,1.0000,0.3600,25,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,3
A14-C002,79.3600,12.1754,79.0000,1.0000,0.2400,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
A14-C003,80.8400,11.7533,83.0000,1.0000,0.3200,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
A14-C004,80.6800,12.2329,79.0000,1.0000,0.3200,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
A14-C005,78.7600,12.9238,76.0000,1.0000,0.2400,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,3
A14-C006,78.1600,11.0291,78.0000,1.0000,0.1600,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
A14-C007,80.8400,10.6485,82.0000,1.0000,0.2400,25,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,3
A14-C008,83.0400,12.4749,83.0000,1.0000,0.4400,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,3
A14-C009,78.1200,12.4677,76.0000,1.0000,0.2400,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,3
A14-C010,78.0800,11.8213,77.0000,1.0000,0.2400,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,3
A140,73.6250,9.9991,76.5000,0.8750,0.0000,8,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A141,75.4444,14.2576,77.0000,0.8889,0.2222,9,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A142,76.0000,16.2788,76.0000,0.8571,0.1429,7,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A143,76.8333,12.2052,74.0000,1.0000,0.1667,6,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A144,73.2500,14.6556,71.5000,0.8750,0.1250,8,3.0000,32.0000,16.0000,48.0000,0.3333,0.0000,0,3
A145,64.5000,10.3763,66.0000,0.7500,0.0000,4,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A146,85.7500,14.4770,89.5000,1.0000,0.5000,4,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A147,71.0000,11.5181,68.5000,1.0000,0.0000,4,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A148,67.4000,21.7555,60.0000,0.6000,0.4000,5,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A149,77.8333,12.6715,77.0000,1.0000,0.1667,6,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A150,78.7000,12.2207,81.5000,0.9000,0.2000,10,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A151,71.4000,10.8546,75.0000,0.8000,0.0000,10,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
A152,71.5714,15.7359,70.0000,0.8571,0.1429,7,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
A153,79.5000,2.1213,79.5000,1.0000,0.0000,2,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A154,74.7778,18.6332,78.0000,0.7778,0.2222,9,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A155,85.3333,15.5671,87.0000,1.0000,0.3333,3,4.0000,48.0000,32.0000,80.0000,0.4000,0.0000,0,3
A156,75.8333,9.3897,74.0000,1.0000,0.0000,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
A157,82.0909,11.2023,84.0000,1.0000,0.3636,11,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A158,76.7778,15.0730,79.0000,0.8889,0.1111,9,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A159,77.2000,16.7385,82.0000,0.8000,0.2000,10,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A160,68.6667,16.2891,76.0000,0.6667,0.0000,3,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A161,81.8000,7.9812,80.0000,1.0000,0.2000,5,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A162,76.6667,14.2127,71.0000,1.0000,0.2222,9,2.0000,16.0000,16.0000,32.0000,0.5000,1.0000,0,3
A163,76.2000,1.6432,76.0000,1.0000,0.0000,5,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A164,75.2000,20.1420,78.0000,0.8000,0.4000,5,3.0000,48.0000,8.0000,56.0000,0.1429,0.0000,0,3
A165,73.6667,6.5064,74.0000,1.0000,0.0000,3,3.0000,40.0000,16.0000,56.0000,0.2857,0.0000,0,3
A166,72.6667,19.1381,73.5000,0.8333,0.1667,6,3.0000,40.0000,16.0000,56.0000,0.2857,1.0000,0,3
A167,76.7500,10.6888,76.5000,1.0000,0.2500,4,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A168,83.5000,12.5471,82.0000,1.0000,0.3750,8,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A169,73.8000,17.2974,81.0000,0.8000,0.2000,5,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A170,84.5000,12.0208,84.5000,1.0000,0.5000,2,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A171,78.6667,9.1579,79.0000,1.0000,0.0000,6,2.0000,24.0000,8.0000,32.0000,0.2500,0.0000,0,3
A172,76.7500,11.6466,73.5000,1.0000,0.2500,8,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A173,89.0000,6.4420,87.0000,1.0000,0.4000,5,3.0000,32.0000,16.0000,48.0000,0.3333,1.0000,0,3
A174,83.2500,13.5739,83.5000,1.0000,0.2500,4,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A175,77.8000,4.8683,77.0000,1.0000,0.0000,5,3.0000,48.0000,8.0000,56.0000,0.1429,1.0000,0,3
A176,79.0000,14.3108,78.5000,1.0000,0.3333,6,2.0000,24.0000,8.0000,32.0000,0.2500,1.0000,0,3
A177,71.9231,13.5121,72.0000,0.8462,0.1538,13,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,3
A178,73.5000,3.5355,73.5000,1.0000,0.0000,2,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A179,72.6000,17.0529,70.0000,0.8000,0.2000,5,2.0000,16.0000,16.0000,32.0000,0.5000,0.0000,0,3
A180,76.5000,9.3755,74.0000,1.0000,0.0000,6,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,3
A1800001,81.0000,7.2169,81.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,1
A1800002,82.0000,7.2169,82.0000,1.0000,0.2000,25,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,1
A1800003,83.0000,7.2169,83.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,1
A1800004,84.0000,7.2169,84.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,1.0000,0,1
A1800005,80.0000,7.2169,80.0000,1.0000,0.2000,25,4.0000,64.0000,0.0000,64.0000,0.0000,1.0000,0,1
A1800006,81.0000,7.2169,81.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,1.0000,0,1
A1800007,82.0000,7.2169,82.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,0.0000,0,1
A1800008,83.0000,7.2169,83.0000,1.0000,0.2000,25,4.0000,64.0000,0.0000,64.0000,0.0000,0.0000,0,1
A1800009,84.0000,7.2169,84.0000,1.0000,0.2000,25,2.0000,32.0000,0.0000,32.0000,0.0000,0.0000,0,1
A1800010,80.0000,7.2169,80.0000,1.0000,0.2000,25,3.0000,48.0000,0.0000,48.0000,0.0000,0.0000,0,1
